,text,prediction
974,@WBrettWilson @WestJet sounds like everyone's happy,positive
975,"@WestJet launches #Montreal to #Halifax route 

https://t.co/5ig7zWmTlG",neutral
976,RT @taranprice: Thanks @WestJet for stranding 16 students and putting us out $250 with no notice. You've been a fucking pleasure https://t.…,negative
977,Thank-you very much @WestJet for special treatment by #AwesomeStaffInTerraceBC just because of my name,negative
978,"Highest appreciation for best crew, caring passengers- @WestJet RSW-YYZ today helping with sick child!… https://t.co/a8hXNV3er6",negative
979,"So crazy I can get instant responses on Twitter from airports, my bank, airlines I fly and venues I visit So Cool!… https://t.co/DMNZP3CA32",negative
980,"RT @bravehounds: @JohnBarrowman @WestJet Hi John, Please vote for BRAVEHOUND @bravehound we would be so grateful for your support https://t…",neutral
981,@WestJet I disagree. Not once did agents look at carryon luggage some were definitely oversized &amp; not asked to check it,negative
982,@WestJet they let us to the gate now. But 30mins was crazy time.,negative
983,RT @CdnSportTourism: Meet @GranFondoBSM  #PRESTIGE Award finalist:CSTA Sport Tourism Organization of the Year Award presented by @WestJet #…,neutral
984,@WBrettWilson @WestJet Look at your menu.  I'm the girl on it ;),negative
985,This is stupid. @AmericanAir @WestJet  Why are we sitting at the gate for no reason. Not even the captain knows why. It's ridiculous,negative
986,@WestJet that is very helpful! Thank you,positive
987,@WestJet 4 different airports in one week and not once was carry luggage checked for size lots were oversized,negative
988,@WestJet also a way so people don't have to pay for luggage. Most carry on I see is oversized and should be checked,negative
989,@WestJet flight delays out of Prince George?,negative
990,"@Penguins23 I booked full fare yesterday to @FLL , was way cheaper than @WestJet by about $100",negative
991,@WestJet it's black iPad with black apple cover. I was seated in 11B but I sat in 11C traveling with my wife. Is that enough info?,negative
992,"@WestJet Thanks! So I have a day? Your terms &amp; conditions say ""Booking must be made prior to the voucher expiry date"" so I was not sure.",negative
993,"RT @WBrettWilson: Why can't @WestJet depart on time?

Once again we leave the gate 5 minutes early. 

#HowDoIPlanMyLastMinutePhoneCalls??",negative
994,@WestJet perfect!  Just a thought to make the #paxex better,negative
995,@WestJet I get that. But I can download the Panasonic DRM plugin for the laptop without buying internet pass. Connect app should be same,negative
996,@WestJet Need help. Left my iPad on flight ws131 depart 11:15 pm march 16 yyc to yvr. Seat 11B. Hoping someone turned it in.,negative
997,"RT @WBrettWilson: Why can't @WestJet depart on time?

Once again we leave the gate 5 minutes early. 

#HowDoIPlanMyLastMinutePhoneCalls??",negative
998,"@WestJet to download the Connect app, I need to buy internet time?  Should be free to D/L if I just want IFE https://t.co/NtHCWfIT7L",negative
999,@WestJet Shout out to Steph &amp; the rest of the crew on WS739 today. If you ever do a Mr. Bean themed commercial that man is your go to.,positive
